,Pick,Years After Draft,variable,NHL Probability,Star Probability
1950,115,12,Estimate,0.0963218528458265,0.006110345643570678
1951,115,13,Estimate,,
1952,115,14,Estimate,,
1953,115,15,Estimate,,
1954,115,16,Estimate,,
1955,116,0,Estimate,-0.0010879181739695898,-0.00010688601298960275
1956,116,1,Estimate,0.015160279876041124,0.0005215980767323961
1957,116,2,Estimate,0.0437008290759456,0.002377769836496612
1958,116,3,Estimate,0.0832651611551389,0.0058528417610569485
1959,116,4,Estimate,0.12461804178211829,0.010472122031814949
1960,116,5,Estimate,0.1546315883635945,0.015842166067615
1961,116,6,Estimate,0.16966557350041395,0.020367122425511103
1962,116,7,Estimate,0.17384225928396688,0.021641229649417653
1963,116,8,Estimate,0.1681799387050399,0.021224016314477012
1964,116,9,Estimate,0.15389454263292976,0.02059677421241873
1965,116,10,Estimate,0.13573787437882465,0.017704970746495328
1966,116,11,Estimate,0.11641893915112268,0.011853383655097062
1967,116,12,Estimate,0.09555001527023439,0.005950799165521178
1968,116,13,Estimate,,
1969,116,14,Estimate,,
1970,116,15,Estimate,,
1971,116,16,Estimate,,
1972,117,0,Estimate,-0.0010808976178602512,-0.00010632602562530026
1973,117,1,Estimate,0.014982403927315374,0.0005065304773982261
1974,117,2,Estimate,0.04319517246028884,0.002324029577538551
1975,117,3,Estimate,0.08231993287896439,0.0057472365161344765
1976,117,4,Estimate,0.12326588220991921,0.010333637881109728
1977,117,5,Estimate,0.15306771639434855,0.015685447175636705
1978,117,6,Estimate,0.16812631779230972,0.02021253479899713
1979,117,7,Estimate,0.17242190639789,0.021498107162314643
1980,117,8,Estimate,0.16684216563127036,0.021031696129506984
1981,117,9,Estimate,0.1526033692163451,0.020344836878039233
1982,117,10,Estimate,0.134517567617166,0.0174731563520769
1983,117,11,Estimate,0.11536530013628621,0.011675981362253358
1984,117,12,Estimate,0.09480043795659585,0.0057983195561211835
1985,117,13,Estimate,,
1986,117,14,Estimate,,
1987,117,15,Estimate,,
1988,117,16,Estimate,,
1989,118,0,Estimate,-0.0010724106037966604,-0.00010563214285035853
1990,118,1,Estimate,0.014811829509986774,0.0004921308912749952
1991,118,2,Estimate,0.042704214238526154,0.002271694639105356
1992,118,3,Estimate,0.08139682989493319,0.005643741360857287
1993,118,4,Estimate,0.12194076376648165,0.0101975458557317
1994,118,5,Estimate,0.15153294903283254,0.015531160486225236
1995,118,6,Estimate,0.16661340906273936,0.02006035034401134
1996,118,7,Estimate,0.17102019097917756,0.02135810814549501
1997,118,8,Estimate,0.16551659769658403,0.020843181253789513
1998,118,9,Estimate,0.15132274996390332,0.02009612300720727
1999,118,10,Estimate,0.1333116110793047,0.017244211323127964
2000,118,11,Estimate,0.11433141400272291,0.011502656153327195
2001,118,12,Estimate,0.0940722060886698,0.005652657501271904
2002,118,13,Estimate,,
2003,118,14,Estimate,,
2004,118,15,Estimate,,
2005,118,16,Estimate,,
2006,119,0,Estimate,-0.0010626273393584862,-0.00010481648622071901
2007,119,1,Estimate,0.01464801934865633,0.00047834811016956474
2008,119,2,Estimate,0.04222707909519671,0.0022206748736596335
2009,119,3,Estimate,0.08049474845179207,0.005542216373716927
2010,119,4,Estimate,0.12064151567259826,0.010063633097367512
2011,119,5,Estimate,0.15002614848842635,0.015379010409260725
2012,119,6,Estimate,0.16512578304357284,0.019910169500193312
2013,119,7,Estimate,0.1696361971763142,0.02122075832537266
2014,119,8,Estimate,0.1642025512964798,0.020658104936704
2015,119,9,Estimate,0.15005220467698613,0.019850462906700297
2016,119,10,Estimate,0.13211950650374016,0.017018023073381662
2017,119,11,Estimate,0.11331657822246093,0.011333214484502589
2018,119,12,Estimate,0.09336440158417281,0.005513565129997262
2019,119,13,Estimate,,
2020,119,14,Estimate,,
2021,119,15,Estimate,,
2022,119,16,Estimate,,
2023,120,0,Estimate,-0.001051708632173937,-0.00010389040414676461
2024,120,1,Estimate,0.014490462567647827,0.0004651350092835824
2025,120,2,Estimate,0.04176292789451109,0.0021708875445666026
2026,120,3,Estimate,0.07961262452897427,0.005442531684720228
2027,120,4,Estimate,0.11936700606540766,0.009931699326275968
2028,120,5,Estimate,0.14854620711451477,0.01522871680909229
2029,120,6,Estimate,0.16366239716543626,0.0197616107375076
2030,120,7,Estimate,0.16826903414792752,0.02108559980063398
2031,120,8,Estimate,0.1628993723193268,0.020476111583016317
2032,120,9,Estimate,0.14879127866038888,0.019607693542122977
2033,120,10,Estimate,0.1309407687457998,0.016794482525899254
2034,120,11,Estimate,0.11232009060180828,0.011167466092637206
2035,120,12,Estimate,0.09267610321820065,0.005380796513003196
2036,120,13,Estimate,,
2037,120,14,Estimate,,
2038,120,15,Estimate,,
2039,120,16,Estimate,,
2040,121,0,Estimate,-0.0010398062810893218,-0.00010286453733170197
2041,121,1,Estimate,0.014338673992730302,0.0004524483588104693
2042,121,2,Estimate,0.041310956953898664,0.0021222570298526965
2043,121,3,Estimate,0.07874943325501499,0.005344567177506118
2044,121,4,Estimate,0.11811614153520912,0.009801556631622016
2045,121,5,Estimate,0.14709204710089596,0.015080014849453678
2046,121,6,Estimate,0.16222223043562334,0.019614310549721944
2047,121,7,Estimate,0.16691783581090044,0.020952191299957377
2048,121,8,Estimate,0.16160643541103611,0.02029685692881816
2049,121,9,Estimate,0.14753954155308746,0.01936765843392466
2050,121,10,Estimate,0.12977492487341577,0.016573484105883288
2051,121,11,Estimate,0.11134124907608867,0.011005224298124122
2052,121,12,Estimate,0.09200638685005913,0.0052541081412615116
2053,121,13,Estimate,,
2054,121,14,Estimate,,
2055,121,15,Estimate,,
2056,121,16,Estimate,,
2057,122,0,Estimate,-0.0010270634470606352,-0.00010174887885108493
2058,122,1,Estimate,0.014192193437364624,0.0004402486385694966
2059,122,2,Estimate,0.040870397275904385,0.002074714527090185
2060,122,3,Estimate,0.07790418824522154,0.005248212188127203
2061,122,4,Estimate,0.11688786653605089,0.009673029247533629
2062,122,5,Estimate,0.14566262004324462,0.014932654812110504
2063,122,6,Estimate,0.1608042832278201,0.019467923413161566
2064,122,7,Estimate,0.1655817605115255,0.020820108416999942
2065,122,8,Estimate,0.16032314317432814,0.02012000822256824
2066,122,9,Estimate,0.14629658613470078,0.019130207578356272
2067,122,10,Estimate,0.1286215132942086,0.016354925761249257
2068,122,11,Estimate,0.11037935158252839,0.010846306314928424
2069,122,12,Estimate,0.09135432575133537,0.005133259380937229
2070,122,13,Estimate,,
2071,122,14,Estimate,,
2072,122,15,Estimate,,
2073,122,16,Estimate,,
2074,123,0,Estimate,-0.0010136150052392169,-0.00010055282911047962
2075,123,1,Estimate,0.014050584975208212,0.0004284998558657151
2076,123,2,Estimate,0.04044051374247497,0.002028197759719873
2077,123,3,Estimate,0.07707594086521162,0.0051533652004334555
2078,123,4,Estimate,0.11568116267903454,0.009545953314507635
2079,123,5,Estimate,0.1442569063975469,0.014786401889058092
2080,123,6,Estimate,0.15940757698782185,0.019322121710260032
2081,123,7,Estimate,0.16425999062199997,0.02068894382049332
2082,123,8,Estimate,0.15904892530564826,0.019945244408294517
2083,123,9,Estimate,0.14506202711169047,0.018895197390705172
2084,123,10,Estimate,0.12748008291598273,0.016138709007564745
2085,123,11,Estimate,0.10943369601008776,0.010690533563757003
2086,123,12,Estimate,0.09071899103220414,0.005018012901373026
2087,123,13,Estimate,,
2088,123,14,Estimate,,
2089,123,15,Estimate,,
2090,123,16,Estimate,,
2091,124,0,Estimate,-0.0009995878796757271,-9.928524591477907e-05
2092,124,1,Estimate,0.013913436200670922,0.00041716936676345983
2093,124,2,Estimate,0.04002060427575196,0.0019826506851381236
2094,124,3,Estimate,0.07626377942721725,0.005059933538063584
2095,124,4,Estimate,0.11449504791791933,0.009420176625948648
2096,124,5,Estimate,0.14287391482822653,0.014641035948337681
2097,124,6,Estimate,0.1580311538601313,0.01917659561773742
2098,124,7,Estimate,0.16295173206520341,0.02055830743751739
2099,124,8,Estimate,0.15778323767324598,0.019772256308039596
2100,124,9,Estimate,0.1438354998874728,0.018662490668039017
2101,124,10,Estimate,0.126350192342521,0.01592473899387446
2102,124,11,Estimate,0.10850358022448432,0.010537731984415126
2103,124,12,Estimate,0.09009945216215204,0.004908135073260918
2104,124,13,Estimate,,
2105,124,14,Estimate,,
2106,124,15,Estimate,,
2107,124,16,Estimate,,
2108,125,0,Estimate,-0.00098510136201706,-9.795448987978415e-05
2109,125,1,Estimate,0.01378035747935688,0.0004062277009577501
2110,125,2,Estimate,0.03960999896951972,0.0019380232048855008
2111,125,3,Estimate,0.07546682832624776,0.004967833053117234
2112,125,4,Estimate,0.1133285756371372,0.00929555835978443
2113,125,5,Estimate,0.1415126814593408,0.014496351273780399
2114,125,6,Estimate,0.15667407624097118,0.019031052959540228
2115,125,7,Estimate,0.16165621377129463,0.02042782660825836
2116,125,8,Estimate,0.1565255613403829,0.019600746800686523
2117,125,9,Estimate,0.1426166593207273,0.01843195656861963
2118,125,10,Estimate,0.12523140910630484,0.015712924585877225
2119,125,11,Estimate,0.10758830216612607,0.010387732343537324
2120,125,12,Estimate,0.08949477758053588,0.004803396334564826
2121,125,13,Estimate,,
2122,125,14,Estimate,,
2123,125,15,Estimate,,
2124,125,16,Estimate,,
2125,126,0,Estimate,-0.0009702674155136455,-9.656846541408383e-05
2126,126,1,Estimate,0.013650981190253977,0.00039564839042237744
2127,126,2,Estimate,0.039208059195458445,0.001894270877283667
2128,126,3,Estimate,0.07468424712331992,0.00487698781164795
2129,126,4,Estimate,0.11218083365273814,0.009171968795260017
2130,126,5,Estimate,0.1401722690387888,0.014352156279224478
2131,126,6,Estimate,0.1553354262637971,0.01888521902497128
2132,126,7,Estimate,0.16037268707021354,0.020297146210805063
2133,126,8,Estimate,0.15527540153802635,0.0194304309943816
2134,126,9,Estimate,0.14140517847623646,0.01820347060510778
2135,126,10,Estimate,0.12412330893954535,0.015503178462913289
2136,126,11,Estimate,0.10668716001816456,0.010240370534050275
2137,126,12,Estimate,0.088904035391672,0.004703571522202441
2138,126,13,Estimate,,
2139,126,14,Estimate,,
2140,126,15,Estimate,,
2141,126,16,Estimate,,
2142,127,0,Estimate,-0.0009551909655985222,-9.513465749721783e-05
2143,127,1,Estimate,0.013524960961546149,0.0003854078020059935
2144,127,2,Estimate,0.03881417668830639,0.001851354632872798
2145,127,3,Estimate,0.07391522958300922,0.004787329776182894
2146,127,4,Estimate,0.11105094313704993,0.0090492890151667
2147,127,5,Estimate,0.1388517660258869,0.014208273197975475
2148,127,6,Estimate,0.15401430522386786,0.018738836352718648
2149,127,7,Estimate,0.15910042502465124,0.020165928754788013
2150,127,8,Estimate,0.15403228659172852,0.019261036389877115
2151,127,9,Estimate,0.14020074737261942,0.01797691464867678
2152,127,10,Estimate,0.1230254750846328,0.015295417225247866
2153,127,11,Estimate,0.10579945244140708,0.010095487862929652
2154,127,12,Estimate,0.08832629413848736,0.004608440167944777
2155,127,13,Estimate,,
2156,127,14,Estimate,,
2157,127,15,Estimate,,
2158,127,16,Estimate,,
2159,128,0,Estimate,-0.000939970178236736,-9.366016447821e-05
2160,128,1,Estimate,0.013401970901921668,0.000375484974138089
2161,128,2,Estimate,0.03842777261396861,0.0018092404930056863
2162,128,3,Estimate,0.07315900267254152,0.0046987984855383965
2163,128,4,Estimate,0.10993805747799722,0.008927410593912806
2164,128,5,Estimate,0.1375502856129617,0.014064537748491068
2165,128,6,Estimate,0.1527098329488141,0.018591664481758804
2166,128,7,Estimate,0.1578387217084831,0.020033854442921828
2167,128,8,Estimate,0.15279576680768203,0.019092303032245742
2168,128,9,Estimate,0.13900307173130524,0.017752176941180038
2169,128,10,Estimate,0.121937497644849,0.01508956150820472
2170,128,11,Estimate,0.10492447887238458,0.00995293132404605
2171,128,12,Estimate,0.08776062364817214,0.004517786757442587
2172,128,13,Estimate,,
2173,128,14,Estimate,,
2174,128,15,Estimate,,
2175,128,16,Estimate,,
2176,129,0,Estimate,-0.0009246967271813503,-9.21517271170215e-05
2177,129,1,Estimate,0.013281704829236813,0.00036586145779567267
2178,129,2,Estimate,0.03804829662450278,0.001767899291955005
2179,129,3,Estimate,0.07241482552954374,0.004611340732260759
2180,129,4,Estimate,0.10884136108406033,0.008806235271987022
2181,129,5,Estimate,0.13626696469178484,0.013920798777470255
2182,129,6,Estimate,0.15142114712243201,0.018443479670355995
2183,129,7,Estimate,0.1565868914360152,0.019900621199765996
2184,129,8,Estimate,0.15156541332319368,0.018923983648570987
2185,129,9,Estimate,0.13781187173103604,0.017529152112575448
2186,129,10,Estimate,0.12085897297591713,0.014885536099805712
2187,129,11,Estimate,0.10406153988046994,0.009812553853154394
2188,129,12,Estimate,0.08720609594274398,0.004431400951732842
2189,129,13,Estimate,,
2190,129,14,Estimate,,
2191,129,15,Estimate,,
2192,129,16,Estimate,,
2193,130,0,Estimate,-0.0009094560512073197,-9.061575409002538e-05
2194,130,1,Estimate,0.013163875498368042,0.0003565211618688331
2195,130,2,Estimate,0.03767522590378372,0.0017273064028882259
2196,130,3,Estimate,0.07168198840540706,0.004524910238077996
2197,130,4,Estimate,0.1077600681457677,0.008685674617499714
2198,130,5,Estimate,0.13500096277571602,0.013776917881707306
2199,130,6,Estimate,0.15014740256913608,0.01829407458460822
2200,130,7,Estimate,0.15534426794768658,0.019765944667271537
2201,130,8,Estimate,0.15034081692699,0.018755843769386462
2202,130,9,Estimate,0.13662688077210375,0.01730774120089669
2203,130,10,Estimate,0.11978950311868737,0.014683270058704928
2204,130,11,Estimate,0.10320993757958928,0.009674214562362343
2205,130,12,Estimate,0.08666178620698269,0.004349077771011952
2206,130,13,Estimate,,
2207,130,14,Estimate,,
2208,130,15,Estimate,,
2209,130,16,Estimate,,
2210,131,0,Estimate,-0.0008943276023280452,-8.905834417925968e-05
2211,131,1,Estimate,0.013048213830048264,0.0003474502030493818
2212,131,2,Estimate,0.03730806420749246,0.001687441468059525
2213,131,3,Estimate,0.07095981159099138,0.004439467327800052
2214,131,4,Estimate,0.10669342136443176,0.008565649675614101
2215,131,5,Estimate,0.1337514608883545,0.01363276901023408
2216,131,6,Estimate,0.14888777050661514,0.01814325795819545
2217,131,7,Estimate,0.15411020355809585,0.01962955816692832
2218,131,8,Estimate,0.14912158685490073,0.01858766183182362
2219,131,9,Estimate,0.13544784425439363,0.017087851672171823
2220,131,10,Estimate,0.11872869527299867,0.014482696829369687
2221,131,11,Estimate,0.10236897608975414,0.009537778951711227
2222,131,12,Estimate,0.0861267738058309,0.004270617740879897
2223,131,13,Estimate,,
2224,131,14,Estimate,,
2225,131,15,Estimate,,
2226,131,16,Estimate,,
2227,132,0,Estimate,-0.000879385085933036,-8.7485305363909e-05
2228,132,1,Estimate,0.012934468142434749,0.000338636760351536
2229,132,2,Estimate,0.0369463409009011,0.0016482881335603307
2230,132,3,Estimate,0.070247644331121,0.004354978602151386
2231,132,4,Estimate,0.10564069065855047,0.008446090606794125
2232,132,5,Estimate,0.13251766042931537,0.013488238048417575
2233,132,6,Estimate,0.14764143777426156,0.01799085422516786
2234,132,7,Estimate,0.15288406827237905,0.019491212628567265
2235,132,8,Estimate,0.14790734956655344,0.018419229262628907
2236,132,9,Estimate,0.13427451837316468,0.01686939743782714
2237,132,10,Estimate,0.11767616131249015,0.014283754351647445
2238,132,11,Estimate,0.1015379620433812,0.009403119095813546
2239,132,12,Estimate,0.08560014334306351,0.004195827001655227
2240,132,13,Estimate,,
2241,132,14,Estimate,,
2242,132,15,Estimate,,
2243,132,16,Estimate,,
2244,133,0,Estimate,-0.000864696693716915,-8.59021710310232e-05
2245,133,1,Estimate,0.012822403387100183,0.00033007093435748533
2246,133,2,Estimate,0.036589609997728485,0.0016098337889593796
2247,133,3,Estimate,0.06954486373400091,0.004271416610060964
2248,133,4,Estimate,0.10460117185791717,0.008326936314898982
2249,133,5,Estimate,0.13129878202746886,0.013343222385803499
2250,133,6,Estimate,0.14640760604489758,0.017836703127770293
2251,133,7,Estimate,0.151665248877057,0.019350676486100896
2252,133,8,Estimate,0.1466977475087121,0.018250350539418984
2253,133,9,Estimate,0.13310666893629788,0.016652298867266154
2254,133,10,Estimate,0.11663151733989337,0.014086385162066816
2255,133,11,Estimate,0.10071620513115877,0.009270113803810594
2256,133,12,Estimate,0.08508098575283672,0.0041245173817326085
2257,133,13,Estimate,,
2258,133,14,Estimate,,
2259,133,15,Estimate,,
2260,133,16,Estimate,,
2261,134,0,Estimate,-0.0008503253302043013,-8.43142135210277e-05
2262,134,1,Estimate,0.01271180039107191,0.0003217446112635995
2263,134,2,Estimate,0.0362374492031359,0.0015720693121501399
2264,134,3,Estimate,0.06885087368131378,0.004188759520968803
2265,134,4,Estimate,0.10357418539501849,0.008208134066244452
2266,134,5,Estimate,0.13009406439159985,0.013197630469598445
2267,134,6,Estimate,0.1451854910271825,0.017680659301430524
2268,134,7,Estimate,0.15045314801149803,0.019207735540702903
2269,134,8,Estimate,0.14549243787087873,0.0180808432287623
2270,134,9,Estimate,0.13194407020654011,0.01643648279348656
2271,134,10,Estimate,0.1155943832820925,0.013890536484447347
2272,134,11,Estimate,0.09990301868205755,0.009138648751236348
2273,134,12,Estimate,0.08456839941559555,0.004056506436294534
2274,134,13,Estimate,,
2275,134,14,Estimate,,
2276,134,15,Estimate,,
2277,134,16,Estimate,,
2278,135,0,Estimate,-0.000836328833606244,-8.27264552217592e-05
2279,135,1,Estimate,0.012602455106472812,0.00031365133178543433
2280,135,2,Estimate,0.03588945896371134,0.0015349888197075635
2281,135,3,Estimate,0.06816510374436606,0.004106990797736843
2282,135,4,Estimate,0.10255907500277145,0.008089639100828529
2283,135,5,Estimate,0.12890276316798824,0.013051381345764463
2284,135,6,Estimate,0.1439743216658983,0.01752259183914721
2285,135,7,Estimate,0.14924718322610928,0.019062192792129617
2286,135,8,Estimate,0.14429109133869367,0.017910537999896985
2287,135,9,Estimate,0.13078650377203963,0.01622188250978337
2288,135,10,Estimate,0.11456438252402139,0.013696160307631974
2289,135,11,Estimate,0.09909772027197165,0.00900861658269558
2290,135,12,Estimate,0.08406149128980948,0.003991617453000644
2291,135,13,Estimate,,
2292,135,14,Estimate,,
2293,135,15,Estimate,,
2294,135,16,Estimate,,
2295,136,0,Estimate,-0.0008227601916795963,-8.114367742285229e-05
2296,136,1,Estimate,0.012494177869238803,0.0003057861649616394
2297,136,2,Estimate,0.03554526152706222,0.0014985894230379563
2298,136,3,Estimate,0.06748700811122424,0.004026098870773143
2299,136,4,Estimate,0.10155520642705994,0.007971414236982124
2300,136,5,Estimate,0.12772414981388092,0.012904404189759992
2301,136,6,Estimate,0.14277333934703376,0.017362383837592643
2302,136,7,Estimate,0.14804678603328775,0.018913868239074524
2303,136,8,Estimate,0.14309339085053643,0.017739278613117276
2304,136,9,Estimate,0.12963375744821018,0.01600843775578006
2305,136,10,Estimate,0.11354114158025609,0.01350321344840618
2306,136,11,Estimate,0.0982996323554353,0.008879916984583985
2307,136,12,Estimate,0.08355937805102943,0.003929679426548905
2308,136,13,Estimate,,
2309,136,14,Estimate,,
2310,136,15,Estimate,,
2311,136,16,Estimate,,
2312,137,0,Estimate,-0.0008096677531942824,-7.95704271399144e-05
2313,137,1,Estimate,0.01238679266830215,0.00029814558687850086
2314,137,2,Estimate,0.03520450001340399,0.0014628709905854956
2315,137,3,Estimate,0.0668160645293399,0.003946076813992932
2316,137,4,Estimate,0.10056196616187588,0.007853429470753577
2317,137,5,Estimate,0.12655751049521918,0.012756637828998359
2318,137,6,Estimate,0.14158179711427954,0.017199931927302535
2319,137,7,Estimate,0.1468514009570053,0.01876259864961425
2320,137,8,Estimate,0.14189903036256918,0.01756692188208329
2321,137,9,Estimate,0.12848562421369533,0.015796094691233022
2322,137,10,Estimate,0.11252428980297234,0.013311657597922107
2323,137,11,Estimate,0.0975080829148291,0.008752456727384833
2324,137,12,Estimate,0.08306118722990778,0.003870527004242124
2325,137,13,Estimate,,
2326,137,14,Estimate,,
2327,137,15,Estimate,,
2328,137,16,Estimate,,
2329,138,0,Estimate,-0.0007970954355498553,-7.801102211525126e-05
2330,138,1,Estimate,0.012280136426545163,0.000290727364318657
2331,138,2,Estimate,0.034866837501297356,0.0014278359163367549
2332,138,3,Estimate,0.06615177326770531,0.003866922023248439
2333,138,4,Estimate,0.09957876021421282,0.0077356615713734585
2334,138,5,Estimate,0.12540214501635524,0.012608030259114696
2335,138,6,Estimate,0.14039895890316959,0.017035145789354583
2336,138,7,Estimate,0.14566048458672679,0.018608237302957346
2337,138,8,Estimate,0.14070771362726286,0.017393337609527437
2338,138,9,Estimate,0.1273419011829251,0.015584805856259687
2339,138,10,Estimate,0.11151345912476494,0.013121459350203568
2340,138,11,Estimate,0.09672240612155646,0.008626149677377645
2341,138,12,Estimate,0.08256605834101477,0.003814000404889614
2342,138,13,Estimate,,
2343,138,14,Estimate,,
2344,138,15,Estimate,,
2345,138,16,Estimate,,
2346,139,0,Estimate,-0.0007850829290201996,-7.64695541987543e-05
2347,139,1,Estimate,0.012174058294733038,0.0002835304433191323
2348,139,2,Estimate,0.03453195612944779,0.0013934888948403754
2349,139,3,Estimate,0.06549365610211332,0.003788635897860007
2350,139,4,Estimate,0.09860501290511528,0.007618093674164047
2351,139,5,Estimate,0.12425736578879551,0.012458538156129635
2352,139,6,Estimate,0.13922409879869826,0.016867947660944967
2353,139,7,Estimate,0.14447350464112252,0.01845065370383796
2354,139,8,Estimate,0.13951915299018838,0.017218408496038576
2355,139,9,Estimate,0.1262023886174682,0.015374530116848842
2356,139,10,Estimate,0.11050828383467708,0.012932590211563845
2357,139,11,Estimate,0.09594194300374378,0.008500916777876382
2358,139,12,Estimate,0.08207314399455432,0.003759945313531945
2359,139,13,Estimate,,
2360,139,14,Estimate,,
2361,139,15,Estimate,,
2362,139,16,Estimate,,
2363,140,0,Estimate,-0.0007736658980438354,-7.494989130893865e-05
2364,140,1,Estimate,0.012068418959544433,0.000276554842606182
2365,140,2,Estimate,0.034199556216253105,0.0013598367029341392
2366,140,3,Estimate,0.06484125532663663,0.0037112235258772927
2367,140,4,Estimate,0.09764016571259211,0.007500714872269696
2368,140,5,Estimate,0.12312249684528406,0.012308126386576431
2369,140,6,Estimate,0.13805650032179287,0.016698271832254974
2370,140,7,Estimate,0.1432899390467578,0.018289733271007115
2371,140,8,Estimate,0.13833306820961555,0.017042030021811445
2372,140,9,Estimate,0.12506688897808668,0.015165232594715536
2373,140,10,Estimate,0.1095084003856587,0.012745026590020535
2374,140,11,Estimate,0.0951660421151474,0.008376686000380712
2375,140,12,Estimate,0.08158161098342595,0.0037082127545964424
2376,140,13,Estimate,,
2377,140,14,Estimate,,
2378,140,15,Estimate,,
2379,140,16,Estimate,,
2380,141,0,Estimate,-0.0007628761799184821,-7.345567816999392e-05
2381,141,1,Estimate,0.011963089966721258,0.00026980155185699886
2382,141,2,Estimate,0.0338693553985499,0.001326887988344687
2383,141,3,Estimate,0.06419413279396688,0.0036346933736868766
2384,141,4,Estimate,0.09668367616133955,0.007383519808577194
2385,141,5,Estimate,0.121996872904827,0.012156767517623249
2386,141,6,Estimate,0.13689545574955697,0.016526064136963444
2387,141,7,Estimate,0.1421092750366556,0.01812537700136772
2388,141,8,Estimate,0.13714918530314105,0.016864110301435347
2389,141,9,Estimate,0.12393520601911413,0.01495688458076581
2390,141,10,Estimate,0.10851344723155522,0.012558749764034611
2391,141,11,Estimate,0.09439406020013083,0.008253392266272867
2392,141,12,Estimate,0.08109064133845427,0.0036586589461682553
2393,141,13,Estimate,,
2394,141,14,Estimate,,
2395,141,15,Estimate,,
2396,141,16,Estimate,,
2397,142,0,Estimate,-0.0007527419812001632,-7.199033601601081e-05
2398,142,1,Estimate,0.011857953060263169,0.0002632724347216697
2399,142,2,Estimate,0.03354108779079233,0.001294653065298372
2400,142,3,Estimate,0.06355186898681008,0.0035590569805676315
2401,142,4,Estimate,0.09573501676348235,0.0072665082691789964
2402,142,5,Estimate,0.12087983849348527,0.012004441329164874
2403,142,6,Estimate,0.1357402654736992,0.01635128143870215
2404,142,7,Estimate,0.14093100827328733,0.01795750111136912
2405,142,8,Estimate,0.13596723542527683,0.01668456991197808
2406,142,9,Estimate,0.12280714392647736,0.01474946343163015
2407,142,10,Estimate,0.10752306469164376,0.012373745830137355
2408,142,11,Estimate,0.09362536284975889,0.00813097733991547
2409,142,12,Estimate,0.08059943334506325,0.003611145138104602
2410,142,13,Estimate,,
2411,142,14,Estimate,,
2412,142,15,Estimate,,
2413,142,16,Estimate,,
2414,143,0,Estimate,-0.0007432880720519919,-7.055706144830256e-05
2415,143,1,Estimate,0.01175289953849808,0.00025697013652307185
2416,143,2,Estimate,0.033214503165683563,0.0012631437172540842
2417,143,3,Estimate,0.06291406212208688,0.0034843286587729993
2418,143,4,Estimate,0.09479367401382803,0.007149684779706636
2419,143,5,Estimate,0.1197707471250383,0.011851134329792193
2420,143,6,Estimate,0.13459023740106352,0.01617389111567648
2421,143,7,Estimate,0.13975464200020213,0.017786036657329578
2422,143,8,Estimate,0.13478695377960007,0.01650334169478515
2423,143,9,Estimate,0.12168250650040961,0.014542952448913215
2424,143,10,Estimate,0.10653689484067806,0.012190005629234241
2425,143,11,Estimate,0.09285932514431455,0.00800938969421362
2426,143,12,Estimate,0.08010720251514203,0.0035655374367228048
2427,143,13,Estimate,,
2428,143,14,Estimate,,
2429,143,15,Estimate,,
2430,143,16,Estimate,,
2431,144,0,Estimate,-0.0007345359787334785,-6.915882462588505e-05
2432,144,1,Estimate,0.011647829627763059,0.00025089799653743984
2433,144,2,Estimate,0.03288936615706738,0.0012323730068403674
2434,144,3,Estimate,0.06228032728925918,0.0034105251996932556
2435,144,4,Estimate,0.09385914744239186,0.007033058205821975
2436,144,5,Estimate,0.11866896054486449,0.011696839278464346
2437,144,6,Estimate,0.13344468639966728,0.015993870545582555
2438,144,7,Estimate,0.13857968622613218,0.017610929136386438
2439,144,8,Estimate,0.13360807856872,0.01632037053156331
2440,144,9,Estimate,0.12056109638360833,0.014337340740981813
2441,144,10,Estimate,0.10555458142232009,0.012007524651579385
2442,144,11,Estimate,0.09209533227777891,0.007888584349881276
2443,144,12,Estimate,0.07961318250837117,0.003521706618762827
2444,144,13,Estimate,,
2445,144,14,Estimate,,
2446,144,15,Estimate,,
2447,144,16,Estimate,,
2448,145,0,Estimate,-0.0007265041743694984,-6.779836696275336e-05
2449,145,1,Estimate,0.011542651874340004,0.00024505996474478905
2450,145,2,Estimate,0.03256545548570825,0.0012023550930526743
2451,145,3,Estimate,0.06165029562370153,0.0033376655866217955
2452,145,4,Estimate,0.0929309487262637,0.006916641359108181
2453,145,5,Estimate,0.11757384803967229,0.01154155471361716
2454,145,6,Estimate,0.13230293379313243,0.015811206592845153
2455,145,7,Estimate,0.13740565694504783,0.017432138069790153
2456,145,8,Estimate,0.13243034998499728,0.016135613095455192
2457,145,9,Estimate,0.11944271433534233,0.01413262306728286
2458,145,10,Estimate,0.10457576978385208,0.011826302920617975
2459,145,11,Estimate,0.09133278016012487,0.007768522689813825
2460,145,12,Estimate,0.0791166259978178,0.003479527937262651
2461,145,13,Estimate,,
2462,145,14,Estimate,,
2463,145,15,Estimate,,
2464,145,16,Estimate,,
2465,146,0,Estimate,-0.0007192082680872795,-6.647819849852436e-05
2466,146,1,Estimate,0.011437282555196267,0.00023946052292574113
2467,146,2,Estimate,0.032242563208390855,0.0011731050557382376
2468,146,3,Estimate,0.06102361351565249,0.0032657707146162927
2469,146,4,Estimate,0.0920086008622232,0.006800450609548574
2470,146,5,Estimate,0.11648478581500774,0.011385284491339251
2471,146,6,Estimate,0.13116430690589234,0.015625895100083734
2472,146,7,Estimate,0.1362320753952429,0.01724963657025447
2473,146,8,Estimate,0.13125350924458354,0.015949037577927882
2474,146,9,Estimate,0.11832715855175606,0.013928799665336621
